svcscan.fs_drivers,callbacks.ngeneric,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_eprocess_pool,callbacks.nanonymous,psxview.not_in_session,psxview.not_in_pslist,psxview.not_in_pspcid_list,psxview.not_in_ethread_pool,psxview.not_in_csrss_handles,psxview.not_in_pslist_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_deskthrd,psxview.not_in_ethread_pool_false_avg,psxview.not_in_session_false_avg,Class
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,8,6,6,6,10,0.125,0.125,12,0.125,0.166666667,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,5,3,3,3,7,0.066666667,0.066666667,9,0.066666667,0.111111111,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,7,5,5,5,9,0.111111111,0.111111111,11,0.111111111,0.155555556,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,3,5,0.0,0.0,10,0.048387097,0.032258065,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.04,0
26,8,0.0,0,0,10,8,8,8,12,0.177777778,0.177777778,14,0.177777778,0.222222222,1
26,8,0.0,0,0,3,1,1,1,5,0.023739133,0.023739133,7,0.023739133,0.071217397,0
26,8,0.0,0,0,9,7,7,7,11,0.152173913,0.152173913,13,0.152173913,0.195652174,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.040613482,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.020452798,0.047782791,0
26,8,0.0,0,0,3,1,1,2,6,0.022727273,0.022727273,8,0.045454545,0.068181818,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.026315789,0.052631579,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.025,0.05,0
26,8,0.0,0,0,6,4,4,4,8,0.093023256,0.093023256,10,0.093023256,0.139534884,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,3,1,1,1,5,0.023809524,0.023809524,7,0.023809524,0.071428571,1
26,8,0.0,0,0,3,1,1,3,7,0.022727273,0.022727273,9,0.068181818,0.068181818,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,10,8,8,8,12,0.170212766,0.170212766,14,0.170212766,0.212765957,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,1,5,0.007050525,0.007050525,7,0.021151576,0.050554899,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,3,1,1,5,9,0.017975265,0.017975265,11,0.088892718,0.05294219,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.04707195,0
26,8,0.010846691,0,0,3,1,1,0,5,0.022973789,0.022973789,7,0.012127097,0.068921365,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,3,7,0.0,0.0,9,0.068181818,0.045454545,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.025641026,0.051282051,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,3,1,1,3,7,0.049983651,0.049983651,9,0.100813508,0.110640997,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,3,1,1,1,5,0.048363602,0.048363602,6,0.048363602,0.098449728,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.044444444,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.0625,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.052631579,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,5,3,3,3,7,0.063829787,0.063829787,9,0.063829787,0.106382979,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.058823529,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.042103507,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,3,1,1,1,5,0.025,0.025,7,0.025,0.075,0
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,2,0,0,1,5,0.002971192,0.002971192,7,0.026709973,0.050448754,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,2,0,0,1,5,0.006166971,0.006166971,7,0.034145033,0.049789152,0
26,8,0.0,0,0,4,2,2,3,7,0.043478261,0.043478261,9,0.065217391,0.086956522,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,5,3,3,3,7,0.075,0.075,9,0.075,0.125,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,6,0.027777778,0.055555556,1
26,8,0.0,0,0,4,2,2,2,6,0.034831259,0.034831259,7,0.034831259,0.074502385,0
26,8,0.0,0,0,6,4,4,4,8,0.088888889,0.088888889,10,0.088888889,0.133333333,1
26,8,0.0,0,0,2,0,0,0,4,0.020945099,0.020945099,6,0.020945099,0.069897844,0
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,0
26,8,0.0,0,0,5,3,3,3,7,0.066666667,0.066666667,9,0.066666667,0.111111111,1
26,8,0.0,0,0,10,8,8,12,16,0.149921178,0.149921178,18,0.214173111,0.189212523,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,9,0.0,0.043478261,1
26,8,0.0,0,0,4,2,2,2,6,0.045072769,0.045072769,7,0.045072769,0.088849468,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024010259,0.048020517,0
26,8,0.0,0,0,8,6,6,7,11,0.122615589,0.122615589,14,0.146457236,0.162125166,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,3,1,1,1,5,0.023809524,0.023809524,7,0.023809524,0.071428571,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,9,0.0,0.043478261,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.071428571,1
26,8,0.0,0,0,3,1,1,1,5,0.03529393,0.03529393,7,0.03529393,0.082542513,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.000761003,0.000761003,5,0.000761003,0.045137803,0
26,8,0.0,0,0,3,1,1,2,6,0.023255814,0.023255814,8,0.046511628,0.069767442,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,6,4,4,4,8,0.093023256,0.093023256,10,0.093023256,0.139534884,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023255814,0.046511628,0
26,8,0.0,0,0,11,9,9,10,14,0.178559622,0.178559622,16,0.198193563,0.217827504,0
26,8,0.0,0,0,4,2,2,3,7,0.05285591,0.05285591,9,0.081051121,0.095108293,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,5,3,3,4,8,0.065217391,0.065217391,10,0.086956522,0.108695652,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045555081,0
26,8,0.0,0,0,8,6,6,6,10,0.12,0.12,12,0.12,0.16,1
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.052631579,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,6,4,4,5,9,0.075380822,0.075380822,11,0.085160141,0.109444878,0
26,8,0.0,0,0,8,6,6,6,10,0.133333333,0.133333333,12,0.133333333,0.177777778,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.050404571,0
26,8,0.0,0,0,2,0,0,0,4,0.001854547,0.001854547,6,0.001854547,0.051761819,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.046134335,0
26,8,0.0,0,0,6,4,4,4,8,0.086956522,0.086956522,10,0.086956522,0.130434783,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.005098097,0.005098097,6,0.005098097,0.05032091,0
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,4,2,2,2,6,0.058823529,0.058823529,7,0.058823529,0.117647059,1
26,8,0.0,0,0,5,3,3,3,7,0.065217391,0.065217391,9,0.065217391,0.108695652,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.040935829,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,0,4,0.020190293,0.020190293,6,0.020190293,0.064727098,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.021276596,0.042553191,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,3,1,1,1,5,0.02172776,0.02172776,9,0.02172776,0.061343814,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,3,1,1,1,5,0.02173913,0.02173913,7,0.02173913,0.065217391,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,3,1,1,1,5,0.042619895,0.042619895,7,0.042619895,0.088209424,0
26,8,0.0,0,0,6,4,4,5,9,0.093023256,0.093023256,11,0.11627907,0.139534884,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,12,10,10,11,15,0.192307692,0.192307692,17,0.211538462,0.230769231,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,2,0,0,0,4,0.01030232,0.01030232,6,0.01030232,0.059787204,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.026295075,0.048685246,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.046476559,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.041666667,0
26,8,0.0,0,0,7,5,5,5,9,0.113636364,0.113636364,11,0.113636364,0.159090909,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,1
26,8,0.0,0,0,2,0,0,1,5,0.015098758,0.015098758,7,0.038548788,0.061998818,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,4,2,2,2,6,0.043478261,0.043478261,8,0.043478261,0.086956522,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023809524,0.047619048,0
26,8,0.0,0,0,11,9,9,10,14,0.173076923,0.173076923,16,0.192307692,0.211538462,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,7,5,5,5,9,0.094068748,0.094068748,11,0.104739485,0.130432384,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023255814,0.046511628,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,7,5,5,6,10,0.123607139,0.123607139,12,0.137108287,0.166076668,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,5,3,3,3,7,0.05,0.05,10,0.05,0.083333333,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,4,2,2,2,6,0.048780488,0.048780488,8,0.048780488,0.097560976,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
24,8,0.0,0,0,5,3,3,3,7,0.065217391,0.065217391,12,0.065217391,0.108695652,1
26,8,0.0,0,0,4,2,2,2,6,0.038461538,0.038461538,8,0.038461538,0.076923077,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,3,1,1,1,5,0.036821765,0.036821765,7,0.036821765,0.084980676,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,5,3,3,3,7,0.056603774,0.056603774,9,0.056603774,0.094339623,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,7,0.0,0.044444444,1
26,8,0.0,0,0,2,0,0,0,4,0.005205892,0.005205892,6,0.005205892,0.052494407,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.049449695,0
26,8,0.015434817,0,0,2,0,0,0,4,0.015434817,0.015434817,6,0.0,0.061946445,0
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,13,11,11,12,16,0.218430703,0.218430703,18,0.238296523,0.25558697,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.025,0.05,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.052631579,1
26,8,0.0,0,0,3,1,1,1,5,0.026315789,0.026315789,7,0.026315789,0.078947368,1
26,8,0.0,0,0,2,0,0,0,4,0.013240397,0.013240397,5,0.013240397,0.063843454,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,5,3,3,3,7,0.073170732,0.073170732,9,0.073170732,0.12195122,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047633527,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,5,3,3,3,7,0.056603774,0.056603774,9,0.056603774,0.094339623,0
26,8,0.0,0,0,6,4,4,4,8,0.088888889,0.088888889,10,0.088888889,0.133333333,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,2,0,0,1,5,0.016596672,0.016596672,7,0.038946748,0.061296824,0
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,13,11,11,12,16,0.2,0.2,18,0.218181818,0.236363636,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,7,5,5,5,9,0.102040816,0.102040816,11,0.102040816,0.142857143,1
26,8,0.0,0,0,3,1,1,1,5,0.035578096,0.035578096,7,0.035578096,0.083799191,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,3,1,1,2,6,0.023809524,0.023809524,8,0.047619048,0.071428571,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,0
26,8,0.0,0,0,10,8,8,9,13,0.152884804,0.152884804,15,0.171995405,0.191106005,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024390244,0.048780488,1
26,8,0.0,0,0,3,1,1,1,5,0.027247513,0.027247513,7,0.027247513,0.06518506,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,10,8,8,9,13,0.156862745,0.156862745,15,0.176470588,0.196078431,1
26,8,0.0,0,0,7,5,5,5,9,0.113636364,0.113636364,11,0.113636364,0.159090909,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,5,3,3,3,7,0.056603774,0.056603774,9,0.056603774,0.094339623,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,5,3,3,4,8,0.068181818,0.068181818,10,0.090909091,0.113636364,1
26,8,0.0,0,0,10,8,8,8,12,0.153846154,0.153846154,14,0.153846154,0.192307692,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,2,6,0.0,0.0,8,0.033458859,0.033051111,0
26,8,0.0,0,0,4,2,2,2,6,0.054054054,0.054054054,8,0.054054054,0.108108108,1
26,8,0.0,0,0,2,0,0,0,4,0.010958248,0.010958248,6,0.010958248,0.055914691,0
26,8,0.0,0,0,2,0,0,0,4,0.006230082,0.006230082,6,0.007787603,0.051118256,0
26,8,0.0,0,0,13,11,11,12,16,0.215686275,0.215686275,18,0.235294118,0.254901961,0
26,8,0.0,0,0,8,6,6,7,11,0.140564388,0.140564388,13,0.161103566,0.181642744,0
26,8,0.0,0,0,6,4,4,4,8,0.085106383,0.085106383,10,0.085106383,0.127659574,1
26,8,0.0,0,0,6,4,4,5,9,0.088888889,0.088888889,11,0.111111111,0.133333333,1
26,8,0.0,0,0,6,4,4,4,8,0.097560976,0.097560976,10,0.097560976,0.146341463,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.049618159,0
26,8,0.0,0,0,11,9,9,10,14,0.17969979,0.17969979,16,0.199230747,0.218761706,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.007662539,0.045106248,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,3,1,1,1,5,0.026315789,0.026315789,7,0.026315789,0.078947368,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.002663005,0.002663005,6,0.002663005,0.052529855,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,7,5,5,6,10,0.108695652,0.108695652,12,0.130434783,0.152173913,1
26,8,0.0,0,0,5,3,3,3,7,0.081105016,0.081105016,8,0.081105016,0.128227836,0
26,8,0.0,0,0,5,3,3,3,7,0.066666667,0.066666667,9,0.066666667,0.111111111,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,4,2,2,2,6,0.048780488,0.048780488,8,0.048780488,0.097560976,1
26,8,0.0,0,0,10,8,8,9,13,0.163265306,0.163265306,15,0.183673469,0.204081633,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,14,12,12,13,17,0.237801353,0.237801353,19,0.256157589,0.274513825,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,6,4,4,5,9,0.088888889,0.088888889,11,0.111111111,0.133333333,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023809524,0.047619048,0
26,8,0.0,0,0,10,8,8,9,13,0.160208178,0.160208178,15,0.17973822,0.199268263,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.090909091,1
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,0
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,2,0,0,0,4,0.006088018,0.006088018,5,0.006088018,0.047627851,0
26,8,0.0,0,0,6,4,4,4,8,0.086956522,0.086956522,10,0.086956522,0.130434783,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,0
26,8,0.0,0,0,6,4,4,4,8,0.097560976,0.097560976,10,0.097560976,0.146341463,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,3,7,0.052631579,0.052631579,8,0.078947368,0.105263158,1
